t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper,angularVelocity_y, inertia_y
4.310783,-0.2367856,0,-1.601603,0.08933852,0,-0.3823861,0,0,0,0,-1.383359,-0.2470456,-0.579206, 0.0634
4.330784,-0.2349687,0,-1.609222,0.09045021,0,-0.3813443,0,0,0,0,-1.388311,-0.2474623,-0.5791999, 0.0634
4.350782,-0.2331299,0,-1.61682,0.09155197,0,-0.3802887,0,0,0,0,-1.393272,-0.2478845,-0.5791926, 0.0634
4.370783,-0.2312694,0,-1.624397,0.09264098,0,-0.3792213,0,0,0,0,-1.398241,-0.2483115,-0.5791851, 0.0634
4.390783,-0.2293875,0,-1.631952,0.09371562,0,-0.3781406,0,0,0,0,-1.403219,-0.2487438,-0.5791799, 0.0634
4.410784,-0.2274844,0,-1.639485,0.09477834,0,-0.3770464,0,0,0,0,-1.408206,-0.2491815,-0.5791752, 0.0634
4.430782,-0.2255604,0,-1.646996,0.09582992,0,-0.3759429,0,0,0,0,-1.413202,-0.2496229,-0.5791662, 0.0634
4.450783,-0.2236157,0,-1.654484,0.09686702,0,-0.3748259,0,0,0,0,-1.418206,-0.2500697,-0.5791602, 0.0634
4.470783,-0.2216507,0,-1.66195,0.09789157,0,-0.3736963,0,0,0,0,-1.42322,-0.2505215,-0.5791542, 0.0634
4.490784,-0.2196655,0,-1.669393,0.09890366,0,-0.3725552,0,0,0,0,-1.428243,-0.2509779,-0.5791473, 0.0634
4.510782,-0.2176604,0,-1.676812,0.0999008,0,-0.3714028,0,0,0,0,-1.433275,-0.2514389,-0.5791418, 0.0634
4.530783,-0.2156358,0,-1.684209,0.1008855,0,-0.3702396,0,0,0,0,-1.438316,-0.2519042,-0.5791346, 0.0634
4.550783,-0.2135918,0,-1.691581,0.101857,0,-0.3690642,0,0,0,0,-1.443367,-0.2523744,-0.579128, 0.0634
4.570784,-0.2115287,0,-1.69893,0.102815,0,-0.3678784,0,0,0,0,-1.448428,-0.2528487,-0.5791205, 0.0634
4.590782,-0.2094469,0,-1.706255,0.1037587,0,-0.3666807,0,0,0,0,-1.453498,-0.2533277,-0.5791141, 0.0634
4.610783,-0.2073466,0,-1.713556,0.1046878,0,-0.3654728,0,0,0,0,-1.458577,-0.2538109,-0.5791081, 0.0634
4.630783,-0.2052281,0,-1.720832,0.1056029,0,-0.3642553,0,0,0,0,-1.463667,-0.2542979,-0.579101, 0.0634
4.650784,-0.2030917,0,-1.728084,0.1065049,0,-0.3630247,0,0,0,0,-1.468766,-0.2547901,-0.5790949, 0.0634
4.670782,-0.2009376,0,-1.735311,0.1073913,0,-0.3617851,0,0,0,0,-1.473876,-0.255286,-0.5790892, 0.0634
4.690783,-0.1987662,0,-1.742512,0.1082641,0,-0.3605351,0,0,0,0,-1.478995,-0.255786,-0.5790826, 0.0634
4.710783,-0.1965777,0,-1.749689,0.1091223,0,-0.3592755,0,0,0,0,-1.484124,-0.2562898,-0.5790758, 0.0634
4.730783,-0.1943725,0,-1.75684,0.1099652,0,-0.3580061,0,0,0,0,-1.489264,-0.2567976,-0.5790697, 0.0634
4.750782,-0.1921508,0,-1.763965,0.1107952,0,-0.3567272,0,0,0,0,-1.494414,-0.2573092,-0.5790613, 0.0634
4.770782,-0.1899129,0,-1.771064,0.1116082,0,-0.3554402,0,0,0,0,-1.499574,-0.257824,-0.5790544, 0.0634
4.790783,-0.1876592,0,-1.778138,0.1124068,0,-0.3541413,0,0,0,0,-1.504745,-0.2583435,-0.5790487, 0.0634
4.810783,-0.1853899,0,-1.785185,0.1131906,0,-0.3528334,0,0,0,0,-1.509926,-0.2588667,-0.5790425, 0.0634
4.830784,-0.1831054,0,-1.792206,0.1139588,0,-0.3515171,0,0,0,0,-1.515117,-0.2593932,-0.5790364, 0.0634
4.850782,-0.1808058,0,-1.7992,0.1147125,0,-0.3501931,0,0,0,0,-1.52032,-0.2599228,-0.5790285, 0.0634
4.870783,-0.1784917,0,-1.806168,0.115448,0,-0.3488581,0,0,0,0,-1.525533,-0.2604568,-0.5790256, 0.0634
4.890783,-0.1761632,0,-1.813108,0.116173,0,-0.3475165,0,0,0,0,-1.530756,-0.2609935,-0.5790156, 0.0634
4.910784,-0.1738207,0,-1.820022,0.1168785,0,-0.3461678,0,0,0,0,-1.535991,-0.261533,-0.5790095, 0.0634
4.930782,-0.1714645,0,-1.826908,0.1175691,0,-0.3448094,0,0,0,0,-1.541237,-0.2620763,-0.5790034, 0.0634
4.950783,-0.1690949,0,-1.833768,0.1182451,0,-0.3434432,0,0,0,0,-1.546493,-0.2626228,-0.5789959, 0.0634
4.970783,-0.1667123,0,-1.840599,0.1189024,0,-0.3420691,0,0,0,0,-1.55176,-0.2631725,-0.5789919, 0.0634
4.990784,-0.1643169,0,-1.847403,0.1195464,0,-0.3406865,0,0,0,0,-1.557039,-0.2637255,-0.5789851, 0.0634
5.010782,-0.161909,0,-1.854179,0.1201748,0,-0.3392995,0,0,0,0,-1.562328,-0.2642803,-0.5789763, 0.0634
5.030783,-0.1594891,0,-1.860927,0.1207847,0,-0.3379041,0,0,0,0,-1.567629,-0.2648385,-0.578971, 0.0634
5.050783,-0.1570574,0,-1.867647,0.1213799,0,-0.3365003,0,0,0,0,-1.572941,-0.2654,-0.5789645, 0.0634
5.070784,-0.1546142,0,-1.874338,0.1219583,0,-0.3350918,0,0,0,0,-1.578264,-0.2659634,-0.5789579, 0.0634
5.090782,-0.1521599,0,-1.881002,0.1225205,0,-0.3336753,0,0,0,0,-1.583599,-0.26653,-0.5789515, 0.0634
5.110783,-0.1496948,0,-1.887636,0.1230669,0,-0.3322518,0,0,0,0,-1.588945,-0.2670994,-0.5789446, 0.0634
5.130783,-0.1472192,0,-1.894243,0.1235944,0,-0.3308247,0,0,0,0,-1.594303,-0.2676702,-0.5789396, 0.0634
5.150784,-0.1447336,0,-1.90082,0.1241075,0,-0.3293905,0,0,0,0,-1.599672,-0.2682439,-0.5789323, 0.0634
5.170782,-0.1422381,0,-1.907369,0.1246043,0,-0.3279485,0,0,0,0,-1.605052,-0.2688206,-0.5789254, 0.0634
5.190783,-0.1397331,0,-1.913888,0.1250841,0,-0.326504,0,0,0,0,-1.610444,-0.2693985,-0.5789175, 0.0634
5.210783,-0.137219,0,-1.920379,0.1255458,0,-0.3250528,0,0,0,0,-1.615848,-0.269979,-0.578912, 0.0634
5.230783,-0.1346961,0,-1.92684,0.1259913,0,-0.3235953,0,0,0,0,-1.621264,-0.270562,-0.5789058, 0.0634
5.250782,-0.1321648,0,-1.933272,0.1264196,0,-0.3221346,0,0,0,0,-1.626691,-0.2711463,-0.5788995, 0.0634
5.270782,-0.1296254,0,-1.939675,0.1268313,0,-0.3206674,0,0,0,0,-1.63213,-0.2717331,-0.5788933, 0.0634
5.290783,-0.1270781,0,-1.946048,0.1272272,0,-0.3191958,0,0,0,0,-1.63758,-0.2723218,-0.5788854, 0.0634
5.310783,-0.1245235,0,-1.952392,0.1276032,0,-0.317722,0,0,0,0,-1.643043,-0.2729113,-0.5788804, 0.0634
5.330782,-0.1219617,0,-1.958706,0.1279663,0,-0.3162391,0,0,0,0,-1.648517,-0.2735044,-0.5788715, 0.0634
5.350782,-0.1193933,0,-1.964991,0.1283077,0,-0.3147577,0,0,0,0,-1.654003,-0.274097,-0.578867, 0.0634
5.370783,-0.1168184,0,-1.971246,0.1286351,0,-0.3132691,0,0,0,0,-1.659501,-0.2746924,-0.5788591, 0.0634
5.390783,-0.1142375,0,-1.977471,0.1289424,0,-0.3117766,0,0,0,0,-1.665011,-0.2752895,-0.578855, 0.0634
5.410782,-0.1116508,0,-1.983665,0.1292349,0,-0.3102837,0,0,0,0,-1.670533,-0.2758867,-0.5788468, 0.0634
5.430782,-0.1090588,0,-1.98983,0.129509,0,-0.3087851,0,0,0,0,-1.676067,-0.2764861,-0.5788407, 0.0634
5.450783,-0.1064618,0,-1.995965,0.1297662,0,-0.3072827,0,0,0,0,-1.681614,-0.2770871,-0.5788341, 0.0634
5.470783,-0.1038601,0,-2.00207,0.1300051,0,-0.3057811,0,0,0,0,-1.687172,-0.2776877,-0.578828, 0.0634
5.490782,-0.1012541,0,-2.008145,0.1302288,0,-0.3042726,0,0,0,0,-1.692742,-0.2782911,-0.5788196, 0.0634
5.510782,-0.09864412,0,-2.014189,0.1304326,0,-0.3027636,0,0,0,0,-1.698324,-0.2788948,-0.5788143, 0.0634
5.530783,-0.09603053,0,-2.020203,0.1306194,0,-0.3012525,0,0,0,0,-1.703918,-0.2794992,-0.5788083, 0.0634
5.550783,-0.09341364,0,-2.026187,0.1307903,0,-0.2997416,0,0,0,0,-1.709525,-0.2801035,-0.5787997, 0.0634
5.570782,-0.09079391,0,-2.032141,0.1309406,0,-0.2982255,0,0,0,0,-1.715143,-0.28071,-0.5787957, 0.0634
5.590782,-0.08817157,0,-2.038064,0.1310756,0,-0.2967086,0,0,0,0,-1.720774,-0.2813167,-0.5787887, 0.0634
5.610783,-0.08554703,0,-2.043957,0.1311934,0,-0.2951909,0,0,0,0,-1.726417,-0.2819238,-0.578781, 0.0634
5.630783,-0.0829206,0,-2.04982,0.1312929,0,-0.293671,0,0,0,0,-1.732072,-0.2825318,-0.5787744, 0.0634
5.650784,-0.08029264,0,-2.055652,0.131375,0,-0.2921512,0,0,0,0,-1.737739,-0.2831397,-0.5787675, 0.0634
5.670782,-0.07766356,0,-2.061454,0.1314386,0,-0.2906279,0,0,0,0,-1.743418,-0.283749,-0.578762, 0.0634
5.690783,-0.07503369,0,-2.067225,0.1314839,0,-0.289106,0,0,0,0,-1.74911,-0.2843578,-0.5787572, 0.0634
5.710783,-0.07240334,0,-2.072965,0.1315145,0,-0.287584,0,0,0,0,-1.754813,-0.2849666,-0.5787485, 0.0634
5.730783,-0.0697729,0,-2.078676,0.1315256,0,-0.2860642,0,0,0,0,-1.760529,-0.2855745,-0.5787422, 0.0634
5.750782,-0.06714273,0,-2.084356,0.1315187,0,-0.2845421,0,0,0,0,-1.766257,-0.2861833,-0.5787365, 0.0634
5.770782,-0.06451312,0,-2.090005,0.1314956,0,-0.2830167,0,0,0,0,-1.771998,-0.2867935,-0.578729, 0.0634
5.790783,-0.0618845,0,-2.095624,0.131454,0,-0.2814977,0,0,0,0,-1.77775,-0.2874011,-0.5787227, 0.0634
5.810783,-0.05925719,0,-2.101213,0.1313946,0,-0.2799768,0,0,0,0,-1.783514,-0.2880094,-0.5787166, 0.0634
5.830784,-0.05663151,0,-2.106771,0.1313177,0,-0.2784533,0,0,0,0,-1.789291,-0.2886188,-0.5787101, 0.0634
5.850784,-0.05400786,0,-2.112299,0.1312242,0,-0.2769343,0,0,0,0,-1.79508,-0.2892264,-0.5787025, 0.0634
5.870781,-0.05138659,0,-2.117796,0.1311118,0,-0.2754188,0,0,0,0,-1.800881,-0.2898326,-0.5786969, 0.0634
5.890781,-0.04876799,0,-2.123263,0.1309823,0,-0.2739011,0,0,0,0,-1.806694,-0.2904397,-0.5786904, 0.0634
5.910782,-0.0461525,0,-2.1287,0.130835,0,-0.272389,0,0,0,0,-1.812519,-0.2910445,-0.5786847, 0.0634
5.930782,-0.04354038,0,-2.134107,0.1306719,0,-0.27087,0,0,0,0,-1.818357,-0.2916521,-0.5786753, 0.0634
5.950783,-0.04093207,0,-2.139483,0.1304877,0,-0.2693642,0,0,0,0,-1.824206,-0.2922544,-0.5786728, 0.0634
5.970783,-0.03832787,0,-2.14483,0.1302895,0,-0.2678524,0,0,0,0,-1.830068,-0.2928591,-0.5786639, 0.0634
5.990784,-0.0357281,0,-2.150146,0.1300728,0,-0.2663451,0,0,0,0,-1.835941,-0.2934621,-0.578657, 0.0634
6.010784,-0.03313317,0,-2.155432,0.1298379,0,-0.2648441,0,0,0,0,-1.841827,-0.2940624,-0.5786519, 0.0634
6.030781,-0.03054338,0,-2.160688,0.1295871,0,-0.2633395,0,0,0,0,-1.847724,-0.2946643,-0.5786434, 0.0634
6.050781,-0.02795914,0,-2.165914,0.1293164,0,-0.2618448,0,0,0,0,-1.853634,-0.2952622,-0.5786398, 0.0634
6.070782,-0.02538069,0,-2.171111,0.1290309,0,-0.2603514,0,0,0,0,-1.859555,-0.2958595,-0.5786325, 0.0634
6.090782,-0.02280847,0,-2.176277,0.1287273,0,-0.2588544,0,0,0,0,-1.865489,-0.2964583,-0.5786244, 0.0634
6.110783,-0.02024277,0,-2.181414,0.1284068,0,-0.2573716,0,0,0,0,-1.871434,-0.2970514,-0.5786188, 0.0634
6.130783,-0.01768396,0,-2.186521,0.1280686,0,-0.2558847,0,0,0,0,-1.877391,-0.2976462,-0.5786116, 0.0634
6.150784,-0.01513239,0,-2.191598,0.127713,0,-0.2544072,0,0,0,0,-1.88336,-0.2982372,-0.5786062, 0.0634
6.170784,-0.01258836,0,-2.196646,0.1273415,0,-0.252931,0,0,0,0,-1.889341,-0.2988277,-0.5785984, 0.0634
6.190781,-0.01005226,0,-2.201665,0.126952,0,-0.2514594,0,0,0,0,-1.895333,-0.2994163,-0.578592, 0.0634
6.210781,-0.007524403,0,-2.206655,0.1265457,0,-0.2499923,0,0,0,0,-1.901338,-0.3000032,-0.5785851, 0.0634
6.230782,-0.005005135,0,-2.211615,0.1261218,0,-0.2485327,0,0,0,0,-1.907354,-0.300587,-0.5785802, 0.0634
6.250782,-0.002494779,0,-2.216546,0.1256823,0,-0.2470753,0,0,0,0,-1.913381,-0.30117,-0.5785725, 0.0634
6.270782,6.303424E-06,0,-2.221448,0.1252256,0,-0.2456231,0,0,0,0,-1.91942,-0.3017508,-0.5785654, 0.0634
6.290783,0.002497802,0,-2.226321,0.1247512,0,-0.2441795,0,0,0,0,-1.925471,-0.3023283,-0.5785608, 0.0634
6.310783,0.004979379,0,-2.231166,0.1242611,0,-0.2427381,0,0,0,0,-1.931533,-0.3029049,-0.5785534, 0.0634
6.330784,0.00745069,0,-2.235982,0.1237541,0,-0.2413031,0,0,0,0,-1.937607,-0.3034789,-0.5785466, 0.0634
6.35078,0.009911409,0,-2.240769,0.1232307,0,-0.2398763,0,0,0,0,-1.943692,-0.3040496,-0.5785407, 0.0634
6.370781,0.01236122,0,-2.245528,0.1226904,0,-0.2384531,0,0,0,0,-1.949788,-0.3046189,-0.5785341, 0.0634
6.390781,0.01479978,0,-2.250259,0.1221343,0,-0.237039,0,0,0,0,-1.955896,-0.3051845,-0.5785281, 0.0634
6.410782,0.01722677,0,-2.254961,0.1215618,0,-0.2356282,0,0,0,0,-1.962015,-0.3057489,-0.5785205, 0.0634
6.430782,0.01964187,0,-2.259636,0.1209724,0,-0.2342248,0,0,0,0,-1.968145,-0.3063102,-0.5785141, 0.0634
6.450783,0.02204475,0,-2.264282,0.1203676,0,-0.2328307,0,0,0,0,-1.974287,-0.3068679,-0.5785078, 0.0634
6.470783,0.02443509,0,-2.268901,0.1197461,0,-0.2314414,0,0,0,0,-1.980439,-0.3074236,-0.5785011, 0.0634
6.490784,0.02681254,0,-2.273493,0.1191082,0,-0.2300586,0,0,0,0,-1.986602,-0.3079767,-0.5784945, 0.0634
6.510784,0.02917686,0,-2.278057,0.1184561,0,-0.2286898,0,0,0,0,-1.992777,-0.3085243,-0.5784895, 0.0634
6.530781,0.03152767,0,-2.282593,0.1177865,0,-0.2273192,0,0,0,0,-1.998962,-0.3090725,-0.5784808, 0.0634
6.550781,0.03386466,0,-2.287103,0.1171018,0,-0.2259628,0,0,0,0,-2.005158,-0.309615,-0.5784753, 0.0634
6.570782,0.03618757,0,-2.291586,0.1164019,0,-0.2246139,0,0,0,0,-2.011365,-0.3101546,-0.5784689, 0.0634
6.590782,0.03849601,0,-2.296041,0.1156846,0,-0.2232712,0,0,0,0,-2.017583,-0.3106917,-0.5784634, 0.0634
6.610783,0.04078972,0,-2.300471,0.1149541,0,-0.221939,0,0,0,0,-2.023811,-0.3112246,-0.5784566, 0.0634
6.630783,0.04306838,0,-2.304874,0.114207,0,-0.2206126,0,0,0,0,-2.03005,-0.3117551,-0.5784494, 0.0634
6.650784,0.04533167,0,-2.30925,0.1134441,0,-0.2192954,0,0,0,0,-2.0363,-0.312282,-0.5784432, 0.0634
6.670784,0.04757936,0,-2.313601,0.1126683,0,-0.2179922,0,0,0,0,-2.042559,-0.3128033,-0.5784378, 0.0634
6.690781,0.04981107,0,-2.317925,0.1118756,0,-0.2166892,0,0,0,0,-2.04883,-0.3133245,-0.5784283, 0.0634
6.710781,0.05202652,0,-2.322224,0.1110681,0,-0.2154022,0,0,0,0,-2.05511,-0.3138393,-0.5784234, 0.0634
6.730782,0.05422541,0,-2.326497,0.1102456,0,-0.214121,0,0,0,0,-2.061401,-0.3143518,-0.578416, 0.0634
6.750782,0.0564075,0,-2.330745,0.1094098,0,-0.2128558,0,0,0,0,-2.067701,-0.3148578,-0.5784117, 0.0634
6.770782,0.05857243,0,-2.334968,0.1085577,0,-0.2115906,0,0,0,0,-2.074012,-0.3153639,-0.5784019, 0.0634
6.790783,0.06071994,0,-2.339166,0.107692,0,-0.2103457,0,0,0,0,-2.080333,-0.3158619,-0.5783991, 0.0634
6.810783,0.06284977,0,-2.34334,0.1068119,0,-0.2091035,0,0,0,0,-2.086664,-0.3163587,-0.5783905, 0.0634
6.830784,0.06496156,0,-2.347488,0.1059168,0,-0.2078722,0,0,0,0,-2.093004,-0.3168513,-0.5783833, 0.0634
6.85078,0.06705511,0,-2.351613,0.1050085,0,-0.2066545,0,0,0,0,-2.099355,-0.3173384,-0.5783775, 0.0634
6.870781,0.06913011,0,-2.355713,0.104086,0,-0.2054468,0,0,0,0,-2.105714,-0.3178214,-0.5783713, 0.0634
6.890781,0.07118624,0,-2.35979,0.1031484,0,-0.2042476,0,0,0,0,-2.112084,-0.3183011,-0.5783646, 0.0634
6.910782,0.07322329,0,-2.363842,0.1021988,0,-0.2030617,0,0,0,0,-2.118463,-0.3187755,-0.578358, 0.0634
6.930782,0.07524095,0,-2.367872,0.1012344,0,-0.2018839,0,0,0,0,-2.124851,-0.3192466,-0.5783501, 0.0634
6.950783,0.07723898,0,-2.371878,0.1002569,0,-0.2007206,0,0,0,0,-2.131248,-0.3197119,-0.5783443, 0.0634
6.970783,0.0792171,0,-2.375861,0.09926611,0,-0.1995689,0,0,0,0,-2.137655,-0.3201726,-0.5783389, 0.0634
6.990784,0.08117504,0,-2.379822,0.09826232,0,-0.1984283,0,0,0,0,-2.144071,-0.3206288,-0.5783328, 0.0634
7.01078,0.08311254,0,-2.38376,0.09724446,0,-0.1972966,0,0,0,0,-2.150496,-0.3210815,-0.5783251, 0.0634
7.030781,0.08502935,0,-2.387676,0.09621464,0,-0.1961795,0,0,0,0,-2.156929,-0.3215283,-0.5783188, 0.0634
7.050781,0.08692518,0,-2.391569,0.09517085,0,-0.1950716,0,0,0,0,-2.163372,-0.3219715,-0.5783111, 0.0634
7.070782,0.0887998,0,-2.395441,0.09411537,0,-0.1939789,0,0,0,0,-2.169823,-0.3224086,-0.5783052, 0.0634
7.090782,0.09065299,0,-2.399291,0.09304719,0,-0.1928984,0,0,0,0,-2.176283,-0.3228408,-0.5782993, 0.0634
7.110783,0.09248449,0,-2.40312,0.09196673,0,-0.1918298,0,0,0,0,-2.182752,-0.3232682,-0.5782929, 0.0634
7.130783,0.09429403,0,-2.406928,0.09087387,0,-0.1907749,0,0,0,0,-2.189229,-0.3236902,-0.5782875, 0.0634
7.150784,0.09608139,0,-2.410716,0.08976885,0,-0.189732,0,0,0,0,-2.195714,-0.3241073,-0.5782816, 0.0634
7.17078,0.09784631,0,-2.414482,0.0886512,0,-0.1886989,0,0,0,0,-2.202207,-0.3245206,-0.5782732, 0.0634
7.190781,0.09958856,0,-2.418229,0.08752159,0,-0.187679,0,0,0,0,-2.208708,-0.3249285,-0.5782651, 0.0634
7.210781,0.1013079,0,-2.421955,0.086382,0,-0.1866779,0,0,0,0,-2.215218,-0.3253289,-0.5782612, 0.0634
7.230782,0.1030042,0,-2.425662,0.08522927,0,-0.1856846,0,0,0,0,-2.221735,-0.3257263,-0.5782531, 0.0634
7.250782,0.1046771,0,-2.429349,0.08406594,0,-0.1847073,0,0,0,0,-2.22826,-0.3261172,-0.5782471, 0.0634
7.270782,0.1063264,0,-2.433017,0.08289135,0,-0.1837436,0,0,0,0,-2.234793,-0.3265027,-0.5782411, 0.0634
7.290783,0.1079519,0,-2.436666,0.08170605,0,-0.1827935,0,0,0,0,-2.241333,-0.3268827,-0.5782348, 0.0634
7.310783,0.1095534,0,-2.440297,0.08050852,0,-0.1818542,0,0,0,0,-2.247881,-0.3272585,-0.5782264, 0.0634
7.330784,0.1111307,0,-2.443909,0.07930227,0,-0.1809351,0,0,0,0,-2.254436,-0.3276261,-0.5782232, 0.0634
7.35078,0.1126836,0,-2.447503,0.07808384,0,-0.1800234,0,0,0,0,-2.260998,-0.3279908,-0.578214, 0.0634
7.370781,0.1142118,0,-2.451079,0.07685562,0,-0.1791293,0,0,0,0,-2.267568,-0.3283484,-0.5782081, 0.0634
7.390781,0.1157152,0,-2.454638,0.07561692,0,-0.1782494,0,0,0,0,-2.274144,-0.3287004,-0.5782022, 0.0634
7.410782,0.1171935,0,-2.45818,0.07436771,0,-0.177381,0,0,0,0,-2.280728,-0.3290477,-0.5781936, 0.0634
7.430782,0.1186466,0,-2.461704,0.07311043,0,-0.1765328,0,0,0,0,-2.287318,-0.329387,-0.5781898, 0.0634
7.450783,0.1200743,0,-2.465212,0.07184114,0,-0.1756935,0,0,0,0,-2.293915,-0.3297227,-0.5781814, 0.0634
7.470783,0.1214763,0,-2.468704,0.07056456,0,-0.1748745,0,0,0,0,-2.300518,-0.3300503,-0.5781776, 0.0634
7.490784,0.1228526,0,-2.47218,0.06927541,0,-0.174062,0,0,0,0,-2.307128,-0.3303754,-0.5781664, 0.0634
7.51078,0.1242028,0,-2.47564,0.06798154,0,-0.1732755,0,0,0,0,-2.313744,-0.33069,-0.5781649, 0.0634
7.530781,0.1255269,0,-2.479084,0.06667463,0,-0.172496,0,0,0,0,-2.320366,-0.3310018,-0.5781569, 0.0634
7.550781,0.1268246,0,-2.482513,0.06536181,0,-0.1717371,0,0,0,0,-2.326994,-0.3313053,-0.5781531, 0.0634
7.570782,0.1280959,0,-2.485928,0.06403769,0,-0.1709874,0,0,0,0,-2.333629,-0.3316052,-0.578144, 0.0634
7.590782,0.1293403,0,-2.489328,0.06270474,0,-0.1702533,0,0,0,0,-2.340269,-0.3318989,-0.5781353, 0.0634
7.610783,0.130558,0,-2.492714,0.06136681,0,-0.1695406,0,0,0,0,-2.346914,-0.3321839,-0.5781315, 0.0634
7.630783,0.1317486,0,-2.496086,0.06001839,0,-0.1688406,0,0,0,0,-2.353565,-0.3324639,-0.5781258, 0.0634
7.650784,0.1329121,0,-2.499444,0.05866133,0,-0.1681527,0,0,0,0,-2.360222,-0.3327391,-0.5781161, 0.0634
7.67078,0.1340482,0,-2.502789,0.05729657,0,-0.1674813,0,0,0,0,-2.366884,-0.3330076,-0.5781074, 0.0634
7.690781,0.1351569,0,-2.506121,0.05592774,0,-0.1668338,0,0,0,0,-2.373551,-0.3332666,-0.5781063, 0.0634
7.710781,0.1362379,0,-2.50944,0.05454878,0,-0.1661967,0,0,0,0,-2.380224,-0.3335215,-0.5781003, 0.0634
7.730782,0.1372911,0,-2.512748,0.05316126,0,-0.1655727,0,0,0,0,-2.386901,-0.3337711,-0.5780911, 0.0634
7.750782,0.1383164,0,-2.516043,0.0517683,0,-0.1649677,0,0,0,0,-2.393583,-0.3340131,-0.5780849, 0.0634
7.770782,0.1393137,0,-2.519326,0.05036869,0,-0.1643783,0,0,0,0,-2.400269,-0.3342488,-0.5780778, 0.0634
7.790783,0.1402828,0,-2.522598,0.04896162,0,-0.163806,0,0,0,0,-2.40696,-0.3344778,-0.5780721, 0.0634
7.810783,0.1412236,0,-2.525859,0.04754863,0,-0.1632495,0,0,0,0,-2.413656,-0.3347004,-0.5780655, 0.0634
7.83078,0.142136,0,-2.52911,0.04612861,0,-0.1627096,0,0,0,0,-2.420356,-0.3349163,-0.5780595, 0.0634
7.85078,0.1430198,0,-2.53235,0.04470484,0,-0.1621889,0,0,0,0,-2.42706,-0.3351246,-0.5780559, 0.0634
7.870781,0.1438749,0,-2.53558,0.04327045,0,-0.161676,0,0,0,0,-2.433768,-0.3353297,-0.5780434, 0.0634
