t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper,angularVelocity_y, inertia_y,,drehimpuls_L,E_translation,E_rotation,E_gesamt,impuls_p,impuls_gesamt
9.35078,0.1247141,0,-2.770944,-0.06516267,0,-0.1717752,0,0,0,0,-2.931622,-0.3312902,-0.5775676,0.0634,,-9.109899054,0.020654704,0.010574623,0.031229327,-0.24048528,-9.350384334
9.370781,0.1233753,0,-2.7744,-0.06647412,0,-0.1725348,0,0,0,0,-2.93824,-0.3309864,-0.5775585,0.0634,,-9.109755521,0.02083778,0.01057429,0.03141207,-0.24154872,-9.351304241
9.390781,0.1220105,0,-2.777872,-0.06777667,0,-0.1733131,0,0,0,0,-2.944851,-0.3306751,-0.5775536,0.0634,,-9.109678233,0.021026201,0.010574111,0.031600312,-0.24263834,-9.352316573
9.410782,0.1206199,0,-2.781359,-0.06907161,0,-0.1741008,0,0,0,0,-2.951456,-0.33036,-0.5775414,0.0634,,-9.109485804,0.021217762,0.010573664,0.031791426,-0.24374112,-9.353226924
9.430782,0.1192038,0,-2.784863,-0.0703529,0,-0.1749102,0,0,0,0,-2.958054,-0.3300363,-0.57754,0.0634,,-9.109463722,0.021415505,0.010573613,0.031989117,-0.24487428,-9.354338002
9.450783,0.1177622,0,-2.788384,-0.07162718,0,-0.1757333,0,0,0,0,-2.964646,-0.329707,-0.5775357,0.0634,,-9.109395899,0.021617535,0.010573455,0.03219099,-0.24602662,-9.355422519
9.470779,0.1162953,0,-2.791922,-0.07289154,0,-0.1765691,0,0,0,0,-2.971231,-0.3293727,-0.5775293,0.0634,,-9.109294953,0.021823653,0.010573221,0.032396874,-0.24719674,-9.356491693
9.49078,0.1148035,0,-2.795476,-0.07414809,0,-0.1774166,0,0,0,0,-2.977809,-0.3290337,-0.5775184,0.0634,,-9.109123028,0.022033655,0.010572822,0.032606477,-0.24838324,-9.357506268
9.51078,0.1132868,0,-2.799048,-0.07539331,0,-0.1782818,0,0,0,0,-2.98438,-0.3286876,-0.5775122,0.0634,,-9.109025237,0.02224908,0.010572595,0.032821675,-0.24959452,-9.358619757
9.530781,0.1117455,0,-2.802638,-0.07662796,0,-0.179161,0,0,0,0,-2.990945,-0.3283359,-0.577506,0.0634,,-9.108927445,0.022469065,0.010572368,0.033041433,-0.2508254,-9.359752845
9.550781,0.1101798,0,-2.806246,-0.07785204,0,-0.1800551,0,0,0,0,-2.997502,-0.3279783,-0.5775009,0.0634,,-9.108847003,0.022693887,0.010572181,0.033266068,-0.25207714,-9.360924143
9.570782,0.1085898,0,-2.809872,-0.07906554,0,-0.1809651,0,0,0,0,-3.004051,-0.3276143,-0.5774978,0.0634,,-9.108798107,0.022923857,0.010572068,0.033495925,-0.25335114,-9.362149247
9.590782,0.1069759,0,-2.813516,-0.08027088,0,-0.1818822,0,0,0,0,-3.010593,-0.3272475,-0.5774854,0.0634,,-9.108602524,0.023156794,0.010571614,0.033728408,-0.25463508,-9.363237604
9.610783,0.1053382,0,-2.817179,-0.08146299,0,-0.1828198,0,0,0,0,-3.017128,-0.3268724,-0.5774822,0.0634,,-9.10855205,0.023396155,0.010571496,0.033967652,-0.25594772,-9.36449977
9.630783,0.1036769,0,-2.820862,-0.08264498,0,-0.1837689,0,0,0,0,-3.023655,-0.3264928,-0.577476,0.0634,,-9.108454259,0.023639706,0.010571269,0.034210975,-0.25727646,-9.365730719
9.65078,0.1019923,0,-2.824563,-0.0838173,0,-0.1847275,0,0,0,0,-3.030175,-0.3261093,-0.5774644,0.0634,,-9.108271293,0.023886974,0.010570845,0.034457819,-0.2586185,-9.366889793
9.67078,0.1002845,0,-2.828285,-0.08497477,0,-0.1857086,0,0,0,0,-3.036686,-0.3257169,-0.5774652,0.0634,,-9.108283912,0.024141379,0.010570874,0.034712253,-0.25999204,-9.368275952
9.690781,0.09855396,0,-2.832026,-0.08612465,0,-0.1866939,0,0,0,0,-3.04319,-0.3253228,-0.5774534,0.0634,,-9.108097792,0.024398229,0.010570442,0.034968671,-0.26137146,-9.369469252
9.710781,0.09680067,0,-2.835787,-0.08726103,0,-0.1876984,0,0,0,0,-3.049685,-0.324921,-0.5774496,0.0634,,-9.108037855,0.024661483,0.010570303,0.035231785,-0.26277776,-9.370815615
9.730782,0.09502498,0,-2.839568,-0.08838643,0,-0.1887133,0,0,0,0,-3.056173,-0.324515,-0.5774424,0.0634,,-9.10792429,0.024928897,0.010570039,0.035498936,-0.26419862,-9.37212291
9.750782,0.09322713,0,-2.843371,-0.08949985,0,-0.1897406,0,0,0,0,-3.062652,-0.3241041,-0.5774349,0.0634,,-9.107805994,0.025201047,0.010569765,0.035770811,-0.26563684,-9.373442834
9.770782,0.09140732,0,-2.847194,-0.09060141,0,-0.1907818,0,0,0,0,-3.069122,-0.3236876,-0.5774284,0.0634,,-9.10770347,0.025478387,0.010569527,0.036047913,-0.26709452,-9.37479799
9.790783,0.08956584,0,-2.851038,-0.09169012,0,-0.191836,0,0,0,0,-3.075585,-0.3232659,-0.5774229,0.0634,,-9.107616719,0.025760736,0.010569325,0.036330061,-0.2685704,-9.376187119
9.81078,0.08770288,0,-2.854904,-0.09276631,0,-0.1929036,0,0,0,0,-3.082038,-0.3228389,-0.5774186,0.0634,,-9.107548896,0.026048259,0.010569168,0.036617427,-0.27006504,-9.377613936
9.83078,0.08581872,0,-2.858792,-0.09383217,0,-0.1939803,0,0,0,0,-3.088483,-0.3224082,-0.5774091,0.0634,,-9.107399054,0.02633985,0.01056882,0.03690867,-0.27157242,-9.378971474
9.85078,0.0839136,0,-2.862701,-0.09488422,0,-0.1950716,0,0,0,0,-3.09492,-0.3219717,-0.5774032,0.0634,,-9.107305994,0.02663705,0.010568604,0.037205655,-0.27310024,-9.380406234
9.870781,0.08198779,0,-2.866632,-0.09592413,0,-0.1961735,0,0,0,0,-3.101347,-0.3215309,-0.5773953,0.0634,,-9.107181388,0.026938829,0.010568315,0.037507145,-0.2746429,-9.381824288
9.890781,0.08004152,0,-2.870586,-0.0969492,0,-0.1972909,0,0,0,0,-3.107766,-0.321084,-0.5773928,0.0634,,-9.107141956,0.027246589,0.010568224,0.037814813,-0.27620726,-9.383349216
9.910782,0.0780751,0,-2.874563,-0.09796356,0,-0.1984148,0,0,0,0,-3.114175,-0.3206344,-0.5773832,0.0634,,-9.106990536,0.027557903,0.010567872,0.038125775,-0.27778072,-9.384771256
9.930782,0.07608877,0,-2.878562,-0.09896357,0,-0.1995541,0,0,0,0,-3.120575,-0.3201787,-0.5773783,0.0634,,-9.106913249,0.027875287,0.010567693,0.03844298,-0.27937574,-9.386288989
9.950783,0.07408278,0,-2.882585,-0.09995177,0,-0.200702,0,0,0,0,-3.126966,-0.3197195,-0.5773695,0.0634,,-9.106774448,0.028196905,0.010567371,0.038764276,-0.2809828,-9.387757248
9.970779,0.07205743,0,-2.88663,-0.1009246,0,-0.2018639,0,0,0,0,-3.133348,-0.3192548,-0.5773649,0.0634,,-9.106701893,0.028524324,0.010567202,0.039091526,-0.28260946,-9.389311353
9.99078,0.07001296,0,-2.8907,-0.1018845,0,-0.2030365,0,0,0,0,-3.13972,-0.3187857,-0.5773596,0.0634,,-9.106618297,0.028856674,0.010567008,0.039423682,-0.2842511,-9.390869397
10.01078,0.06794967,0,-2.894792,-0.1028332,0,-0.2042161,0,0,0,0,-3.146083,-0.3183139,-0.5773484,0.0634,,-9.10644164,0.029192951,0.010566598,0.039759549,-0.28590254,-9.39234418
10.03078,0.06586782,0,-2.898909,-0.1037641,0,-0.2054129,0,0,0,0,-3.152436,-0.3178352,-0.5773467,0.0634,,-9.106414826,0.029536122,0.010566536,0.040102658,-0.28757806,-9.393992886
10.05078,0.06376767,0,-2.90305,-0.1046844,0,-0.2066163,0,0,0,0,-3.15878,-0.3173538,-0.5773381,0.0634,,-9.10627918,0.029883207,0.010566221,0.040449428,-0.28926282,-9.395542
10.07078,0.06164951,0,-2.907216,-0.10559,0,-0.2078307,0,0,0,0,-3.165114,-0.316868,-0.5773308,0.0634,,-9.106164038,0.03023552,0.010565954,0.040801474,-0.29096298,-9.397127018
10.09078,0.05951365,0,-2.911406,-0.1064806,0,-0.209056,0,0,0,0,-3.171438,-0.3163779,-0.5773247,0.0634,,-9.106067823,0.030593088,0.010565731,0.041158819,-0.2926784,-9.398746223
10.11078,0.05736034,0,-2.91562,-0.1073569,0,-0.210293,0,0,0,0,-3.177752,-0.3158831,-0.5773201,0.0634,,-9.105995268,0.030956202,0.010565562,0.041521764,-0.2944102,-9.400405468
10.13078,0.05518989,0,-2.91986,-0.1082184,0,-0.2115397,0,0,0,0,-3.184056,-0.3153844,-0.5773156,0.0634,,-9.10592429,0.031324331,0.010565398,0.041889729,-0.29615558,-9.40207987
10.15078,0.05300258,0,-2.924125,-0.1090681,0,-0.2127916,0,0,0,0,-3.19035,-0.3148836,-0.5773048,0.0634,,-9.105753943,0.031696186,0.010565002,0.042261188,-0.29790824,-9.403662183
10.17078,0.05079872,0,-2.928416,-0.1099011,0,-0.2140578,0,0,0,0,-3.196634,-0.3143772,-0.5772997,0.0634,,-9.105673502,0.032074519,0.010564816,0.042639335,-0.29968092,-9.405354422
10.19078,0.04857859,0,-2.932731,-0.1107204,0,-0.2153309,0,0,0,0,-3.202908,-0.3138679,-0.5772916,0.0634,,-9.105545741,0.032457178,0.010564519,0.043021697,-0.30146326,-9.407009001
10.21078,0.04634246,0,-2.937073,-0.1115233,0,-0.2166184,0,0,0,0,-3.209171,-0.3133529,-0.577289,0.0634,,-9.105504732,0.032846472,0.010564424,0.043410896,-0.30326576,-9.408770492
10.23078,0.0440907,0,-2.94144,-0.1123119,0,-0.2179091,0,0,0,0,-3.215424,-0.3128366,-0.5772815,0.0634,,-9.105386435,0.033239063,0.01056415,0.043803213,-0.30507274,-9.410459175
10.25078,0.04182354,0,-2.945834,-0.1130872,0,-0.2192107,0,0,0,0,-3.221667,-0.312316,-0.5772734,0.0634,,-9.105258675,0.033637332,0.010563853,0.044201185,-0.30689498,-9.412153655
10.27078,0.0395413,0,-2.950254,-0.1138466,0,-0.2205215,0,0,0,0,-3.227899,-0.3117917,-0.5772664,0.0634,,-9.105148265,0.034040812,0.010563597,0.044604409,-0.3087301,-9.413878365
10.29078,0.03724429,0,-2.9547,-0.1145893,0,-0.2218428,0,0,0,0,-3.23412,-0.3112631,-0.5772625,0.0634,,-9.105086751,0.03444996,0.010563454,0.045013414,-0.31057992,-9.415666671
10.31078,0.03493282,0,-2.959173,-0.1153185,0,-0.2231696,0,0,0,0,-3.240331,-0.3107324,-0.5772545,0.0634,,-9.104960568,0.034863269,0.010563161,0.045426431,-0.31243744,-9.417398008
10.33078,0.03260719,0,-2.963673,-0.1160328,0,-0.2245043,0,0,0,0,-3.246531,-0.3101985,-0.5772456,0.0634,,-9.104820189,0.035281527,0.010562836,0.045844362,-0.31430602,-9.419126209
10.35078,0.03026775,0,-2.968199,-0.1167289,0,-0.2258499,0,0,0,0,-3.25272,-0.3096603,-0.5772417,0.0634,,-9.104758675,0.035705724,0.010562693,0.046268417,-0.31618986,-9.420948535
10.37078,0.02791478,0,-2.972753,-0.1174105,0,-0.2272029,0,0,0,0,-3.258899,-0.3091191,-0.5772361,0.0634,,-9.104670347,0.03613481,0.010562488,0.046697298,-0.31808406,-9.422754407
10.39078,0.02554859,0,-2.977334,-0.1180772,0,-0.2285626,0,0,0,0,-3.265066,-0.3085752,-0.5772291,0.0634,,-9.104559937,0.036568603,0.010562232,0.047130835,-0.31998764,-9.424547577
10.41078,0.02316948,0,-2.981943,-0.1187283,0,-0.2299307,0,0,0,0,-3.271223,-0.308028,-0.5772222,0.0634,,-9.104451104,0.037007689,0.010561979,0.047569668,-0.32190298,-9.426354084
10.43078,0.02077781,0,-2.986579,-0.1193626,0,-0.2313048,0,0,0,0,-3.277369,-0.3074784,-0.5772159,0.0634,,-9.104351735,0.037451337,0.010561749,0.048013086,-0.32382672,-9.428178455
10.45078,0.0183739,0,-2.991242,-0.1199811,0,-0.2326859,0,0,0,0,-3.283503,-0.306926,-0.5772092,0.0634,,-9.104246057,0.03789991,0.010561504,0.048461413,-0.32576026,-9.430006317
10.47078,0.01595801,0,-2.995934,-0.1205849,0,-0.2340763,0,0,0,0,-3.289626,-0.3063698,-0.5772021,0.0634,,-9.104134069,0.0383542,0.010561244,0.048915444,-0.32770682,-9.431840889
10.49078,0.01353058,0,-3.000653,-0.1211697,0,-0.2354704,0,0,0,0,-3.295739,-0.3058122,-0.5771971,0.0634,,-9.104055205,0.038812416,0.010561061,0.049373477,-0.32965856,-9.433713765
10.51078,0.01109176,0,-3.005401,-0.1217423,0,-0.2368769,0,0,0,0,-3.30184,-0.3052495,-0.57719,0.0634,,-9.103943218,0.039277466,0.010560801,0.049838267,-0.33162766,-9.435570878
10.53078,0.008642009,0,-3.010177,-0.122296,0,-0.2382842,0,0,0,0,-3.307929,-0.3046866,-0.5771834,0.0634,,-9.103839117,0.039745552,0.010560559,0.050306111,-0.33359788,-9.437436997
10.55078,0.006181617,0,-3.014981,-0.1228332,0,-0.2396994,0,0,0,0,-3.314008,-0.3041205,-0.5771778,0.0634,,-9.103750789,0.040219062,0.010560355,0.050779416,-0.33557916,-9.439329949
10.57078,0.003710873,0,-3.019814,-0.1233567,0,-0.2411198,0,0,0,0,-3.320075,-0.3035524,-0.5771685,0.0634,,-9.103604101,0.040697131,0.010560014,0.051257145,-0.33756772,-9.441171821
10.59078,0.001230209,0,-3.024675,-0.1238599,0,-0.2425499,0,0,0,0,-3.32613,-0.3029804,-0.5771657,0.0634,,-9.103559937,0.041181318,0.010559912,0.05174123,-0.33956986,-9.443129797
10.61078,-0.001260174,0,-3.029565,-0.1243498,0,-0.2439817,0,0,0,0,-3.332174,-0.3024077,-0.5771571,0.0634,,-9.10342429,0.041668949,0.010559597,0.052228546,-0.34157438,-9.44499867
10.63078,-0.003759838,0,-3.034483,-0.1248219,0,-0.2454182,0,0,0,0,-3.338207,-0.3018331,-0.5771496,0.0634,,-9.103305994,0.042161065,0.010559323,0.052720388,-0.34358548,-9.446891474
10.65078,-0.006268472,0,-3.039431,-0.125276,0,-0.2468641,0,0,0,0,-3.344228,-0.3012547,-0.5771456,0.0634,,-9.103242902,0.042659319,0.010559176,0.053218495,-0.34560974,-9.448852642
10.67078,-0.008785811,0,-3.044408,-0.1257163,0,-0.248314,0,0,0,0,-3.350237,-0.3006747,-0.5771374,0.0634,,-9.103113565,0.04316189,0.010558876,0.053720766,-0.3476396,-9.450753165
10.69078,-0.01131147,0,-3.049414,-0.1261382,0,-0.2497679,0,0,0,0,-3.356235,-0.3000932,-0.5771309,0.0634,,-9.103011041,0.043668803,0.010558638,0.054227441,-0.34967506,-9.452686101
10.71078,-0.01384503,0,-3.054449,-0.1265408,0,-0.251226,0,0,0,0,-3.362221,-0.2995099,-0.5771275,0.0634,,-9.102957413,0.044180152,0.010558514,0.054738666,-0.3517164,-9.454673813
10.73078,-0.01638631,0,-3.059513,-0.1269314,0,-0.2526871,0,0,0,0,-3.368195,-0.2989255,-0.5771173,0.0634,,-9.10279653,0.044695539,0.010558141,0.05525368,-0.35376194,-9.45655847
10.75078,-0.01893484,0,-3.064607,-0.1273013,0,-0.2541557,0,0,0,0,-3.374157,-0.298338,-0.5771129,0.0634,,-9.102727129,0.045216584,0.01055798,0.055774564,-0.35581798,-9.458545109
10.77078,-0.02149039,0,-3.06973,-0.1276573,0,-0.2556289,0,0,0,0,-3.380108,-0.2977488,-0.5771047,0.0634,,-9.102597792,0.045742294,0.01055768,0.056299974,-0.35788046,-9.460478252
10.79078,-0.02405252,0,-3.074883,-0.1279929,0,-0.2571049,0,0,0,0,-3.386047,-0.2971584,-0.5771005,0.0634,,-9.102531546,0.046272051,0.010557526,0.056829577,-0.35994686,-9.462478406
10.81078,-0.02662093,0,-3.080065,-0.1283135,0,-0.2585831,0,0,0,0,-3.391974,-0.2965671,-0.5770932,0.0634,,-9.102416404,0.046805654,0.010557259,0.057362913,-0.36201634,-9.464432744
10.83078,-0.02919532,0,-3.085277,-0.1286173,0,-0.2600661,0,0,0,0,-3.397889,-0.2959739,-0.5770859,0.0634,,-9.102301262,0.047344063,0.010556992,0.057901055,-0.36409254,-9.466393802
10.85078,-0.03177531,0,-3.090518,-0.1289044,0,-0.2615518,0,0,0,0,-3.403793,-0.2953796,-0.5770778,0.0634,,-9.102173502,0.047886541,0.010556696,0.058443236,-0.36617252,-9.468346022
10.87078,-0.0343605,0,-3.09579,-0.1291709,0,-0.2630412,0,0,0,0,-3.409684,-0.2947838,-0.5770745,0.0634,,-9.102121451,0.048433471,0.010556575,0.058990046,-0.36825768,-9.470379131
10.89078,-0.03695063,0,-3.101091,-0.1294237,0,-0.2645355,0,0,0,0,-3.415563,-0.2941861,-0.5770668,0.0634,,-9.102,0.048985322,0.010556293,0.059541615,-0.3703497,-9.4723497
10.91078,-0.03954531,0,-3.106423,-0.1296577,0,-0.2660306,0,0,0,0,-3.421431,-0.2935881,-0.5770606,0.0634,,-9.101902208,0.049540596,0.010556066,0.060096662,-0.37244284,-9.474345048
10.93078,-0.04214424,0,-3.111784,-0.1298753,0,-0.2675283,0,0,0,0,-3.427286,-0.292989,-0.5770534,0.0634,,-9.101788644,0.050099974,0.010555803,0.060655777,-0.37453962,-9.476328264
10.95078,-0.04474704,0,-3.117175,-0.1300751,0,-0.2690281,0,0,0,0,-3.43313,-0.2923891,-0.5770469,0.0634,,-9.10168612,0.050663283,0.010555565,0.061218848,-0.37663934,-9.47832546
10.97078,-0.04735328,0,-3.122597,-0.1302556,0,-0.2705321,0,0,0,0,-3.438961,-0.2917875,-0.5770433,0.0634,,-9.101629338,0.051231332,0.010555433,0.061786765,-0.37874494,-9.480374278
10.99078,-0.04996281,0,-3.128048,-0.1304235,0,-0.2720347,0,0,0,0,-3.444781,-0.2911865,-0.5770328,0.0634,,-9.101463722,0.051802015,0.010555049,0.062357064,-0.38084858,-9.482312302
11.01078,-0.05257511,0,-3.13353,-0.1305694,0,-0.2735402,0,0,0,0,-3.450588,-0.2905843,-0.5770287,0.0634,,-9.101399054,0.052376969,0.010554899,0.062931868,-0.38295628,-9.484355334
11.03078,-0.05518993,0,-3.139041,-0.1307011,0,-0.2750503,0,0,0,0,-3.456383,-0.2899802,-0.5770206,0.0634,,-9.101271293,0.052956867,0.010554603,0.06351147,-0.38507042,-9.486341713
11.05078,-0.05780685,0,-3.144583,-0.130813,0,-0.2765592,0,0,0,0,-3.462166,-0.2893766,-0.5770155,0.0634,,-9.101190852,0.053539494,0.010554416,0.06409391,-0.38718288,-9.488373732
11.07078,-0.06042555,0,-3.150156,-0.1309087,0,-0.2780689,0,0,0,0,-3.467937,-0.2887728,-0.5770087,0.0634,,-9.101083596,0.054125619,0.010554168,0.064679787,-0.38929646,-9.490380056
11.09078,-0.0630457,0,-3.155758,-0.1309865,0,-0.2795782,0,0,0,0,-3.473696,-0.288169,-0.5770024,0.0634,,-9.100984227,0.054714779,0.010553937,0.065268716,-0.39140948,-9.492393707
11.11078,-0.06566693,0,-3.161391,-0.1310472,0,-0.2810921,0,0,0,0,-3.479443,-0.2875635,-0.5769959,0.0634,,-9.100881703,0.055308938,0.010553699,0.065862637,-0.39352894,-9.494410643
11.13078,-0.06828888,0,-3.167054,-0.1310901,0,-0.2826043,0,0,0,0,-3.485178,-0.2869586,-0.5769898,0.0634,,-9.100785489,0.055905633,0.010553476,0.066459109,-0.39564602,-9.496431509
11.15078,-0.07091127,0,-3.172747,-0.1311172,0,-0.2841178,0,0,0,0,-3.490901,-0.2863532,-0.5769814,0.0634,,-9.100652997,0.056506047,0.010553169,0.067059216,-0.39776492,-9.498417917
11.17078,-0.07353368,0,-3.17847,-0.1311246,0,-0.2856311,0,0,0,0,-3.496612,-0.2857479,-0.5769761,0.0634,,-9.100569401,0.057109588,0.010552975,0.067662563,-0.39988354,-9.500452941
11.19078,-0.07615574,0,-3.184224,-0.1311147,0,-0.2871435,0,0,0,0,-3.50231,-0.2851429,-0.5769706,0.0634,,-9.10048265,0.057715973,0.010552774,0.068268747,-0.4020009,-9.50248355
11.21078,-0.07877718,0,-3.190008,-0.131088,0,-0.2886546,0,0,0,0,-3.507997,-0.2845385,-0.5769641,0.0634,,-9.100380126,0.058325035,0.010552536,0.068877571,-0.40411644,-9.504496566
11.23078,-0.0813976,0,-3.195822,-0.1310444,0,-0.2901713,0,0,0,0,-3.513671,-0.2839318,-0.5769567,0.0634,,-9.100263407,0.058939568,0.010552265,0.069491834,-0.40623982,-9.506503227
11.25078,-0.08401669,0,-3.201667,-0.1309834,0,-0.2916812,0,0,0,0,-3.519333,-0.2833278,-0.5769497,0.0634,,-9.100152997,0.059554546,0.010552009,0.070106555,-0.40835368,-9.508506677
11.27078,-0.08663404,0,-3.207541,-0.1309039,0,-0.2931917,0,0,0,0,-3.524983,-0.2827236,-0.5769438,0.0634,,-9.100059937,0.060172961,0.010551794,0.070724755,-0.41046838,-9.510528317
11.29078,-0.08924933,0,-3.213446,-0.1308063,0,-0.2947018,0,0,0,0,-3.530621,-0.2821196,-0.5769389,0.0634,,-9.09998265,0.060794406,0.010551614,0.07134602,-0.41258252,-9.51256517
11.31078,-0.09186225,0,-3.219381,-0.1306938,0,-0.2962111,0,0,0,0,-3.536247,-0.2815159,-0.5769305,0.0634,,-9.099850158,0.061418711,0.010551307,0.071970018,-0.41469554,-9.514545698
11.33078,-0.09447239,0,-3.225346,-0.1305616,0,-0.297718,0,0,0,0,-3.541861,-0.2809131,-0.5769253,0.0634,,-9.099768139,0.062045205,0.010551117,0.072596322,-0.4168052,-9.516573339
11.35078,-0.09707944,0,-3.231342,-0.1304134,0,-0.2992239,0,0,0,0,-3.547463,-0.2803108,-0.5769182,0.0634,,-9.099656151,0.06267446,0.010550857,0.073225317,-0.41891346,-9.518569611
11.37078,-0.09968308,0,-3.237367,-0.1302477,0,-0.3007258,0,0,0,0,-3.553053,-0.27971,-0.5769116,0.0634,,-9.09955205,0.063305205,0.010550616,0.07385582,-0.42101612,-9.52056817
11.39078,-0.1022829,0,-3.243422,-0.1300636,0,-0.302227,0,0,0,0,-3.558631,-0.2791095,-0.5769063,0.0634,,-9.099468454,0.063938812,0.010550422,0.074489234,-0.4231178,-9.522586254
11.41078,-0.1048786,0,-3.249507,-0.1298637,0,-0.3037242,0,0,0,0,-3.564197,-0.2785106,-0.5768992,0.0634,,-9.099356467,0.064573873,0.010550162,0.075124035,-0.42521388,-9.524570347
11.43078,-0.1074698,0,-3.255623,-0.129646,0,-0.3052245,0,0,0,0,-3.569751,-0.2779105,-0.5768918,0.0634,,-9.099239748,0.065213397,0.010549892,0.075763288,-0.4273143,-9.526554048
11.45078,-0.1100562,0,-3.261768,-0.1294104,0,-0.3067191,0,0,0,0,-3.575293,-0.2773127,-0.5768858,0.0634,,-9.09914511,0.065853624,0.010549672,0.076403296,-0.42940674,-9.52855185
