t,x,y,z,vx,vy,vz,dl_left,F_left,dl_right,F_right,z_bumper,vz_bumper,,v' ,,E_kin_wagen,E_kin_bumper,E_gesamt,,p_wagen,p_bumper,p_gesamt
3.099999,0,0,-0.9685717,0,0,-0.2857143,0,0,0,0,-1.148572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.119999,0,0,-0.974286,0,0,-0.2857143,0,0,0,0,-1.154286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.139999,0,0,-0.9800003,0,0,-0.2857143,0,0,0,0,-1.160001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.159999,0,0,-0.9857146,0,0,-0.2857143,0,0,0,0,-1.165715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.179999,0,0,-0.9914289,0,0,-0.2857143,0,0,0,0,-1.171429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.199999,0,0,-0.9971431,0,0,-0.2857143,0,0,0,0,-1.177144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.219999,0,0,-1.002857,0,0,-0.2857143,0,0,0,0,-1.182858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.239999,0,0,-1.008572,0,0,-0.2857143,0,0,0,0,-1.188572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.259999,0,0,-1.014286,0,0,-0.2857143,0,0,0,0,-1.194286,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.279999,0,0,-1.02,0,0,-0.2857143,0,0,0,0,-1.200001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.299999,0,0,-1.025715,0,0,-0.2857143,0,0,0,0,-1.205715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.319999,0,0,-1.031429,0,0,-0.2857143,0,0,0,0,-1.211429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.339999,0,0,-1.037143,0,0,-0.2857143,0,0,0,0,-1.217144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.359999,0,0,-1.042858,0,0,-0.2857143,0,0,0,0,-1.222858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.379999,0,0,-1.048572,0,0,-0.2857143,0,0,0,0,-1.228572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.399999,0,0,-1.054286,0,0,-0.2857143,0,0,0,0,-1.234287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.419999,0,0,-1.06,0,0,-0.2857143,0,0,0,0,-1.240001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.439999,0,0,-1.065715,0,0,-0.2857143,0,0,0,0,-1.245715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.459999,0,0,-1.071429,0,0,-0.2857143,0,0,0,0,-1.251429,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.479999,0,0,-1.077143,0,0,-0.2857143,0,0,0,0,-1.257144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.499999,0,0,-1.082858,0,0,-0.2857143,0,0,0,0,-1.262858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.519999,0,0,-1.088572,0,0,-0.2857143,0,0,0,0,-1.268572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.539999,0,0,-1.094286,0,0,-0.2857143,0,0,0,0,-1.274287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.559999,0,0,-1.100001,0,0,-0.2857143,0,0,0,0,-1.280001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.579999,0,0,-1.105715,0,0,-0.2857143,0,0,0,0,-1.285715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.599999,0,0,-1.111429,0,0,-0.2857143,0,0,0,0,-1.29143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.619999,0,0,-1.117143,0,0,-0.2857143,0,0,0,0,-1.297144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.639999,0,0,-1.122858,0,0,-0.2857143,0,0,0,0,-1.302858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.659999,0,0,-1.128572,0,0,-0.2857143,0,0,0,0,-1.308572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.679999,0,0,-1.134286,0,0,-0.2857143,0,0,0,0,-1.314287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.699999,0,0,-1.140001,0,0,-0.2857143,0,0,0,0,-1.320001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.719999,0,0,-1.145715,0,0,-0.2857143,0,0,0,0,-1.325715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.739999,0,0,-1.151429,0,0,-0.2857143,0,0,0,0,-1.33143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.759999,0,0,-1.157143,0,0,-0.2857143,0,0,0,0,-1.337144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.779999,0,0,-1.162858,0,0,-0.2857143,0,0,0,0,-1.342858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.799999,0,0,-1.168572,0,0,-0.2857143,0,0,0,0,-1.348572,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.819999,0,0,-1.174286,0,0,-0.2857143,0,0,0,0,-1.354287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.839999,0,0,-1.180001,0,0,-0.2857143,0,0,0,0,-1.360001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.859999,0,0,-1.185715,0,0,-0.2857143,0,0,0,0,-1.365715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.879999,0,0,-1.191429,0,0,-0.2857143,0,0,0,0,-1.37143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.899999,0,0,-1.197144,0,0,-0.2857143,0,0,0,0,-1.377144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.919999,0,0,-1.202858,0,0,-0.2857143,0,0,0,0,-1.382858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.939999,0,0,-1.208572,0,0,-0.2857143,0,0,0,0,-1.388573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.959999,0,0,-1.214286,0,0,-0.2857143,0,0,0,0,-1.394287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.979999,0,0,-1.220001,0,0,-0.2857143,0,0,0,0,-1.400001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
3.999999,0,0,-1.225715,0,0,-0.2857143,0,0,0,0,-1.405715,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.019999,0,0,-1.231429,0,0,-0.2857143,0,0,0,0,-1.41143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.039999,0,0,-1.237144,0,0,-0.2857143,0,0,0,0,-1.417144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.059999,0,0,-1.242858,0,0,-0.2857143,0,0,0,0,-1.422858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.079998,0,0,-1.248572,0,0,-0.2857143,0,0,0,0,-1.428573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.099998,0,0,-1.254287,0,0,-0.2857143,0,0,0,0,-1.434287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.119998,0,0,-1.260001,0,0,-0.2857143,0,0,0,0,-1.440001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.139998,0,0,-1.265715,0,0,-0.2857143,0,0,0,0,-1.445716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.159998,0,0,-1.271429,0,0,-0.2857143,0,0,0,0,-1.45143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.179998,0,0,-1.277144,0,0,-0.2857143,0,0,0,0,-1.457144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.199998,0,0,-1.282858,0,0,-0.2857143,0,0,0,0,-1.462858,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.219998,0,0,-1.288572,0,0,-0.2857143,0,0,0,0,-1.468573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.239998,0,0,-1.294287,0,0,-0.2857143,0,0,0,0,-1.474287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.259998,0,0,-1.300001,0,0,-0.2857143,0,0,0,0,-1.480001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.279998,0,0,-1.305715,0,0,-0.2857143,0,0,0,0,-1.485716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.299998,0,0,-1.31143,0,0,-0.2857143,0,0,0,0,-1.49143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.319998,0,0,-1.317144,0,0,-0.2857143,0,0,0,0,-1.497144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.339998,0,0,-1.322858,0,0,-0.2857143,0,0,0,0,-1.502859,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.359998,0,0,-1.328572,0,0,-0.2857143,0,0,0,0,-1.508573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.379999,0,0,-1.334287,0,0,-0.2857143,0,0,0,0,-1.514287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.399999,0,0,-1.340001,0,0,-0.2857143,0,0,0,0,-1.520001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.419999,0,0,-1.345715,0,0,-0.2857143,0,0,0,0,-1.525716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.439999,0,0,-1.35143,0,0,-0.2857143,0,0,0,0,-1.53143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.459999,0,0,-1.357144,0,0,-0.2857143,0,0,0,0,-1.537144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.479999,0,0,-1.362858,0,0,-0.2857143,0,0,0,0,-1.542859,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.499999,0,0,-1.368572,0,0,-0.2857143,0,0,0,0,-1.548573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.519999,0,0,-1.374287,0,0,-0.2857143,0,0,0,0,-1.554287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.539999,0,0,-1.380001,0,0,-0.2857143,0,0,0,0,-1.560001,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.559999,0,0,-1.385715,0,0,-0.2857143,0,0,0,0,-1.565716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.579998,0,0,-1.39143,0,0,-0.2857143,0,0,0,0,-1.57143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.599998,0,0,-1.397144,0,0,-0.2857143,0,0,0,0,-1.577144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.619998,0,0,-1.402858,0,0,-0.2857143,0,0,0,0,-1.582859,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.639998,0,0,-1.408573,0,0,-0.2857143,0,0,0,0,-1.588573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.659998,0,0,-1.414287,0,0,-0.2857143,0,0,0,0,-1.594287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.679998,0,0,-1.420001,0,0,-0.2857143,0,0,0,0,-1.600002,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.699998,0,0,-1.425715,0,0,-0.2857143,0,0,0,0,-1.605716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.719998,0,0,-1.43143,0,0,-0.2857143,0,0,0,0,-1.61143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.739998,0,0,-1.437144,0,0,-0.2857143,0,0,0,0,-1.617144,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.759998,0,0,-1.442858,0,0,-0.2857143,0,0,0,0,-1.622859,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.779998,0,0,-1.448573,0,0,-0.2857143,0,0,0,0,-1.628573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.799998,0,0,-1.454287,0,0,-0.2857143,0,0,0,0,-1.634287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.819998,0,0,-1.460001,0,0,-0.2857143,0,0,0,0,-1.640002,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.839998,0,0,-1.465716,0,0,-0.2857143,0,0,0,0,-1.645716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.859998,0,0,-1.47143,0,0,-0.2857143,0,0,0,0,-1.65143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.879998,0,0,-1.477144,0,0,-0.2857143,0,0,0,0,-1.657145,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.899998,0,0,-1.482858,0,0,-0.2857143,0,0,0,0,-1.662859,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.919998,0,0,-1.488573,0,0,-0.2857143,0,0,0,0,-1.668573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.939998,0,0,-1.494287,0,0,-0.2857143,0,0,0,0,-1.674287,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.959998,0,0,-1.500001,0,0,-0.2857143,0,0,0,0,-1.680002,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.979998,0,0,-1.505716,0,0,-0.2857143,0,0,0,0,-1.685716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
4.999998,0,0,-1.51143,0,0,-0.2857143,0,0,0,0,-1.69143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.019998,0,0,-1.517144,0,0,-0.2857143,0,0,0,0,-1.697145,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.039998,0,0,-1.522859,0,0,-0.2857143,0,0,0,0,-1.702859,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.059998,0,0,-1.528573,0,0,-0.2857143,0,0,0,0,-1.708573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.079998,0,0,-1.534287,0,0,-0.2857143,0,0,0,0,-1.714288,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.099998,0,0,-1.540001,0,0,-0.2857143,0,0,0,0,-1.720002,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.119998,0,0,-1.545716,0,0,-0.2857143,0,0,0,0,-1.725716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.139998,0,0,-1.55143,0,0,-0.2857143,0,0,0,0,-1.73143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.159998,0,0,-1.557144,0,0,-0.2857143,0,0,0,0,-1.737145,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.179998,0,0,-1.562859,0,0,-0.2857143,0,0,0,0,-1.742859,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.199998,0,0,-1.568573,0,0,-0.2857143,0,0,0,0,-1.748573,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.219998,0,0,-1.574287,0,0,-0.2857143,0,0,0,0,-1.754288,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.239998,0,0,-1.580001,0,0,-0.2857143,0,0,0,0,-1.760002,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.259998,0,0,-1.585716,0,0,-0.2857143,0,0,0,0,-1.765716,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.279998,0,0,-1.59143,0,0,-0.2857143,0,0,0,0,-1.77143,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.299998,0,0,-1.597144,0,0,-0.2857143,0,0,0,0,-1.777145,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
5.319998,0,0,-1.602859,0,0,-0.2857143,0,0,0,0,-1.782859,-0.2857143,,-0.2857143,,0.016326532,0.040816331,0.057142863,,-0.11428572,-0.2857143,-0.40000002
